2024/09/01 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
03:15:51	-0.8701	18.4850	10.5533
03:15:56	-0.5465	18.5453	10.5523
03:16:01	-0.2229	18.6056	10.5524
03:16:06	0.1003	18.6623	10.5521
03:16:11	0.4239	18.7226	10.5525
03:16:16	0.7475	18.7829	10.5527
03:16:21	1.0712	18.8432	10.5524
03:16:26	1.3948	18.9035	10.5526
03:16:31	1.7184	18.9638	10.5544
03:16:36	2.0421	19.0241	10.5541
03:16:41	2.3657	19.0845	10.5543
03:16:46	2.6894	19.1449	10.5551
03:16:51	3.0130	19.2052	10.5556
03:16:56	3.3366	19.2657	10.5565
03:17:01	3.6603	19.3261	10.5580
03:17:06	3.9839	19.3865	10.5592
03:17:11	4.3076	19.4470	10.5609
03:17:16	4.6312	19.5076	10.5631
03:17:21	4.9548	19.5681	10.5641
03:17:26	5.2785	19.6287	10.5666
03:17:31	5.6021	19.6894	10.5688
03:17:36	5.9257	19.7501	10.5707
03:17:41	6.2494	19.8108	10.5722
03:17:46	6.5730	19.8716	10.5732
03:17:51	6.8966	19.9324	10.5741
03:17:56	7.2202	19.9933	10.5763
03:18:01	7.5438	20.0543	10.5790
03:18:06	7.8674	20.1153	10.5822
03:18:11	8.1910	20.1764	10.5860
03:18:16	8.5146	20.2375	10.5885
03:18:21	8.8382	20.2987	10.5924
03:18:26	9.1618	20.3600	10.5961
03:18:31	9.4854	20.4213	10.6000
03:18:36	9.8089	20.4828	10.6038
03:18:41	10.1325	20.5443	10.6073
03:18:46	10.4560	20.6058	10.6087
03:18:51	10.7795	20.6675	10.6104
03:18:56	11.1031	20.7293	10.6146
03:19:01	11.4266	20.7911	10.6181
03:19:06	11.7501	20.8531	10.6233
03:19:11	12.0736	20.9151	10.6279
03:19:16	12.3970	20.9772	10.6330
03:19:21	12.7205	21.0395	10.6379
03:19:26	13.0440	21.1018	10.6430
03:19:31	13.3674	21.1643	10.6496
03:19:36	13.6908	21.2268	10.6550
03:19:41	14.0143	21.2895	10.6609
03:19:46	14.3377	21.3523	10.6647
03:19:51	14.6611	21.4152	10.6671
03:19:56	14.9844	21.4782	10.6693
03:20:01	15.3078	21.5414	10.6761
03:20:06	15.6311	21.6047	10.6826
03:20:11	15.9544	21.6681	10.6902
03:20:16	16.2778	21.7317	10.6968
03:20:21	16.6010	21.7954	10.7044
03:20:26	16.9243	21.8592	10.7108
03:20:31	17.2476	21.9232	10.7194
03:20:36	17.5708	21.9874	10.7275
03:20:41	17.8940	22.0517	10.7353
03:20:46	18.2172	22.1161	10.7418
03:20:51	18.5404	22.1807	10.7462
03:20:56	18.8636	22.2455	10.7501
03:21:01	19.1867	22.3105	10.7571
03:21:06	19.5098	22.3756	10.7659
03:21:11	19.8329	22.4409	10.7742
03:21:16	20.1560	22.5063	10.7839
03:21:21	20.4791	22.5720	10.7932
03:21:26	20.8021	22.6379	10.8032
03:21:31	21.1251	22.7039	10.8132
03:21:36	21.4481	22.7701	10.8235
03:21:41	21.7710	22.8366	10.8340
16:16:55	22.0183	31.0354	169.1632
16:17:00	21.6949	31.1020	169.1736
16:17:05	21.3714	31.1685	169.1836
16:17:10	21.0479	31.2347	169.1948
16:17:15	20.7244	31.3008	169.2049
16:17:20	20.4008	31.3667	169.2137
16:17:25	20.0772	31.4324	169.2241
16:17:30	19.7536	31.4979	169.2315
16:17:35	19.4300	31.5632	169.2362
16:17:40	19.1063	31.6283	169.2395
16:17:45	18.7827	31.6933	169.2475
16:17:50	18.4590	31.7581	169.2558
16:17:55	18.1353	31.8228	169.2645
16:18:00	17.8115	31.8872	169.2729
16:18:05	17.4878	31.9516	169.2807
16:18:10	17.1640	32.0157	169.2884
16:18:15	16.8402	32.0798	169.2962
16:18:20	16.5164	32.1436	169.3029
16:18:25	16.1926	32.2074	169.3101
16:18:30	15.8688	32.2710	169.3177
16:18:35	15.5449	32.3344	169.3212
16:18:40	15.2210	32.3978	169.3239
16:18:45	14.8971	32.4610	169.3275
16:18:50	14.5732	32.5240	169.3342
16:18:55	14.2493	32.5870	169.3402
16:19:00	13.9253	32.6498	169.3468
16:19:05	13.6014	32.7125	169.3519
16:19:10	13.2774	32.7751	169.3575
16:19:15	12.9534	32.8376	169.3635
16:19:20	12.6294	32.9000	169.3690
16:19:25	12.3054	32.9623	169.3740
16:19:30	11.9814	33.0244	169.3793
16:19:35	11.6573	33.0865	169.3834
16:19:40	11.3333	33.1485	169.3854
16:19:45	11.0092	33.2104	169.3866
16:19:50	10.6852	33.2722	169.3909
16:19:55	10.3611	33.3339	169.3948
16:20:00	10.0370	33.3955	169.3990
16:20:05	9.7129	33.4571	169.4033
16:20:10	9.3888	33.5185	169.4073
16:20:15	9.0647	33.5799	169.4107
16:20:20	8.7405	33.6413	169.4146
16:20:25	8.4164	33.7025	169.4179
16:20:30	8.0922	33.7637	169.4215
16:20:35	7.7681	33.8248	169.4247
16:20:40	7.4439	33.8859	169.4256
16:20:45	7.1198	33.9469	169.4277
16:20:50	6.7956	34.0078	169.4284
16:20:55	6.4715	34.0687	169.4310
16:21:00	6.1473	34.1295	169.4333
16:21:05	5.8231	34.1903	169.4359
16:21:10	5.4989	34.2511	169.4380
16:21:15	5.1747	34.3118	169.4402
16:21:20	4.8505	34.3724	169.4421
16:21:25	4.5263	34.4331	169.4435
16:21:30	4.2022	34.4936	169.4460
16:21:35	3.8780	34.5542	169.4470
16:21:40	3.5538	34.6147	169.4484
16:21:45	3.2296	34.6752	169.4484
16:21:50	2.9054	34.7357	169.4496
16:21:55	2.5812	34.7961	169.4503
16:22:00	2.2570	34.8565	169.4513
16:22:05	1.9328	34.9169	169.4517
16:22:10	1.6086	34.9773	169.4525
23:59:59	-999.00	-999.00	-999.00
