2024/08/31 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
04:12:53	2.0000	33.0893	10.5587
04:13:13	3.2956	33.3312	10.5611
04:13:33	4.5912	33.5734	10.5654
04:13:53	5.8867	33.8163	10.5716
04:14:13	7.1822	34.0598	10.5795
04:14:33	8.4777	34.3043	10.5894
04:14:53	9.7730	34.5499	10.6014
04:15:13	11.0682	34.7967	10.6153
04:15:30	12.1291	35.0000	310.1793
15:40:53	21.3536	22.1096	169.1583
15:41:13	20.0604	22.3736	169.1947
15:41:33	18.7669	22.6346	169.2274
15:41:53	17.4730	22.8929	169.2574
15:42:13	16.1789	23.1488	169.2851
15:42:33	14.8845	23.4024	169.3098
15:42:53	13.5898	23.6541	169.3320
15:43:13	12.2950	23.9039	169.3521
15:43:33	10.9999	24.1521	169.3700
15:43:53	9.7047	24.3989	169.3854
15:44:13	8.4094	24.6444	169.3992
15:44:33	7.1139	24.8888	169.4108
15:44:53	5.8184	25.1323	169.4203
15:45:13	4.5229	25.3751	169.4283
15:45:33	3.2273	25.6174	169.4344
15:45:52	2.0000	25.8464	270.0998
23:59:59 -999.00 -999.00  -999.00
