2024/11/10 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
00:00:47	35.2574	-24.8491	11.4660
00:00:52	35.5791	-24.7690	11.4849
00:00:57	35.9008	-24.6884	11.5015
00:01:02	36.2224	-24.6073	11.5181
00:01:07	36.5440	-24.5258	11.5437
00:01:12	36.8655	-24.4437	11.5693
00:01:17	37.1870	-24.3611	11.5963
00:01:22	37.5084	-24.2780	11.6238
00:01:27	37.8298	-24.1944	11.6515
00:01:32	38.1511	-24.1102	11.6799
00:01:37	38.4724	-24.0254	11.7091
00:01:42	38.7936	-23.9401	11.7384
00:01:47	39.1148	-23.8542	11.7677
00:01:52	39.4359	-23.7677	11.7984
00:01:57	39.7569	-23.6806	11.8201
00:02:02	40.0779	-23.5929	11.8433
00:02:07	40.3988	-23.5046	11.8697
00:02:12	40.7197	-23.4156	11.9026
00:02:17	41.0405	-23.3260	11.9357
00:02:22	41.3612	-23.2357	11.9704
00:02:27	41.6819	-23.1447	12.0057
00:02:32	42.0026	-23.0530	12.0417
00:02:37	42.3231	-22.9606	12.0776
00:02:42	42.6436	-22.8675	12.1146
00:02:47	42.9640	-22.7736	12.1525
00:02:52	43.2844	-22.6790	12.1916
00:02:57	43.6047	-22.5836	12.2259
00:03:02	43.9249	-22.4874	12.2561
00:03:07	44.2451	-22.3904	12.2871
00:03:12	44.5651	-22.2925	12.3269
00:03:17	44.8851	-22.1938	12.3694
00:03:22	45.2051	-22.0943	12.4127
00:03:27	45.5249	-21.9939	12.4571
00:03:32	45.8447	-21.8925	12.5023
00:03:37	46.1644	-21.7902	12.5480
00:03:42	46.4841	-21.6870	12.5952
00:03:47	46.8036	-21.5828	12.6431
00:03:52	47.1231	-21.4777	12.6922
00:03:57	47.4425	-21.3715	12.7419
00:04:02	47.7618	-21.2642	12.7829
00:04:07	48.0810	-21.1559	12.8250
00:04:12	48.4001	-21.0466	12.8697
00:04:17	48.7191	-20.9361	12.9243
00:04:22	49.0381	-20.8245	12.9793
00:04:27	49.3569	-20.7117	13.0351
00:04:32	49.6757	-20.5977	13.0935
00:04:37	49.9944	-20.4825	13.1517
00:04:42	50.3129	-20.3660	13.2120
00:04:47	50.6314	-20.2483	13.2733
00:04:52	50.9498	-20.1292	13.3358
00:04:57	51.2680	-20.0088	13.4001
00:05:02	51.5862	-19.8870	13.4612
00:05:07	51.9042	-19.7638	13.5163
00:05:12	52.2222	-19.6391	13.5733
00:05:17	52.5400	-19.5130	13.6398
00:05:22	52.8577	-19.3853	13.7108
00:05:27	53.1753	-19.2560	13.7831
00:05:32	53.4928	-19.1252	13.8576
00:05:37	53.8102	-18.9927	13.9337
00:05:42	54.1274	-18.8585	14.0111
00:05:47	54.4445	-18.7225	14.0904
00:05:52	54.7615	-18.5848	14.1712
00:05:57	55.0783	-18.4452	14.2542
00:06:02	55.3950	-18.3037	14.3389
00:06:07	55.7116	-18.1603	14.4159
00:06:12	56.0280	-18.0149	14.4927
00:06:17	56.3443	-17.8674	14.5737
00:06:22	56.6604	-17.7179	14.6665
00:06:27	56.9764	-17.5661	14.7608
00:06:32	57.2922	-17.4122	14.8580
00:06:37	57.6079	-17.2559	14.9577
00:06:42	57.9234	-17.0973	15.0594
00:06:47	58.2387	-16.9362	15.1635
00:06:52	58.5538	-16.7727	15.2700
00:06:57	58.8688	-16.6065	15.3793
00:07:02	59.1836	-16.4377	15.4913
00:07:07	59.4982	-16.2661	15.6020
00:07:12	59.8126	-16.0917	15.7076
00:07:17	60.1268	-15.9144	15.8152
00:07:22	60.4408	-15.7341	15.9339
00:07:27	60.7545	-15.5507	16.0601
00:07:32	61.0681	-15.3642	16.1898
00:07:37	61.3814	-15.1742	16.3229
00:07:42	61.6946	-14.9809	16.4589
00:07:47	62.0074	-14.7841	16.5991
00:07:52	62.3201	-14.5836	16.7420
00:07:57	62.6324	-14.3793	16.8892
00:08:02	62.9445	-14.1712	17.0404
00:08:07	63.2564	-13.9590	17.1952
00:08:12	63.5679	-13.7426	17.3445
00:08:17	63.8792	-13.5220	17.4956
00:08:22	64.1902	-13.2968	17.6514
00:08:27	64.5009	-13.0671	17.8243
00:08:32	64.8112	-12.8326	18.0010
00:08:37	65.1213	-12.5931	18.1833
00:08:42	65.4309	-12.3484	18.3706
00:08:47	65.7403	-12.0984	18.5634
00:08:52	66.0492	-11.8429	18.7617
00:08:57	66.3578	-11.5816	18.9656
00:09:02	66.6660	-11.3143	19.1754
00:09:07	66.9738	-11.0409	19.3918
00:09:12	67.2812	-10.7609	19.6118
00:09:17	67.5881	-10.4743	19.8277
00:09:22	67.8945	-10.1806	20.0511
00:09:27	68.2005	-9.8798	20.2879
00:09:32	68.5060	-9.5713	20.5388
00:09:37	68.8109	-9.2550	20.7974
00:09:42	69.1154	-8.9305	21.0645
00:09:47	69.4192	-8.5975	21.3401
00:09:52	69.7225	-8.2555	21.6247
00:09:57	70.0251	-7.9042	21.9186
00:10:02	70.3271	-7.5431	22.2218
00:10:07	70.6285	-7.1719	22.5357
00:10:12	70.9291	-6.7901	22.8598
00:10:17	71.2290	-6.3972	23.1867
00:10:22	71.5282	-5.9927	23.5202
00:10:27	71.8265	-5.5760	23.8658
00:10:32	72.1240	-5.1466	24.2365
00:10:37	72.4205	-4.7039	24.6220
00:10:42	72.7162	-4.2472	25.0208
00:10:47	73.0109	-3.7758	25.4347
00:10:52	73.3045	-3.2891	25.8635
00:10:57	73.5971	-2.7862	26.3089
00:11:02	73.8885	-2.2663	26.7710
00:11:07	74.1787	-1.7286	27.2514
00:11:12	74.4676	-1.1722	27.7501
00:11:17	74.7551	-0.5960	28.2672
00:11:22	75.0413	0.0010	28.7926
00:11:27	75.3259	0.6199	29.3403
00:11:32	75.6089	1.2618	29.9159
00:11:37	75.8903	1.9279	30.5247
00:11:42	76.1698	2.6196	31.1585
00:11:47	76.4475	3.3384	31.8194
00:11:52	76.7231	4.0857	32.5092
00:11:57	76.9966	4.8631	33.2288
00:12:02	77.2678	5.6723	33.9800
00:12:07	77.5365	6.5150	34.7649
00:12:12	77.8027	7.3932	35.5852
00:12:17	78.0660	8.3089	36.4430
00:12:22	78.3264	9.2640	37.3330
00:12:27	78.5837	10.2610	38.2581
00:12:32	78.8376	11.3020	39.2275
00:12:37	79.0878	12.3894	40.2551
00:12:42	79.3342	13.5259	41.3336
00:12:47	79.5765	14.7141	42.4635
00:12:52	79.8143	15.9567	43.6487
01:33:16	35.0000	-1.7766	11.4406
01:33:21	35.3218	-1.6969	11.4559
01:33:26	35.6435	-1.6167	11.4776
01:33:31	35.9651	-1.5360	11.5025
01:33:36	36.2868	-1.4548	11.5273
01:33:41	36.6083	-1.3732	11.5530
01:33:46	36.9298	-1.2910	11.5795
01:33:51	37.2513	-1.2083	11.6064
01:33:56	37.5727	-1.1251	11.6342
01:34:01	37.8941	-1.0413	11.6618
01:34:06	38.2154	-0.9570	11.6903
01:34:11	38.5366	-0.8722	11.7193
01:34:16	38.8578	-0.7867	11.7419
01:34:21	39.1790	-0.7007	11.7635
01:34:26	39.5001	-0.6141	11.7855
01:34:31	39.8211	-0.5269	11.8169
01:34:36	40.1421	-0.4391	11.8487
01:34:41	40.4630	-0.3506	11.8813
01:34:46	40.7839	-0.2615	11.9140
01:34:51	41.1047	-0.1718	11.9481
01:34:56	41.4254	-0.0813	11.9823
01:35:01	41.7461	0.0098	12.0174
01:35:06	42.0667	0.1016	12.0537
01:35:11	42.3872	0.1942	12.0900
01:35:16	42.7077	0.2875	12.1258
01:35:21	43.0281	0.3815	12.1537
01:35:26	43.3485	0.4763	12.1824
01:35:31	43.6687	0.5718	12.2180
01:35:36	43.9889	0.6682	12.2577
01:35:41	44.3091	0.7654	12.2987
01:35:46	44.6291	0.8634	12.3404
01:35:51	44.9491	0.9622	12.3836
01:35:56	45.2691	1.0620	12.4269
01:36:01	45.5889	1.1626	12.4714
01:36:06	45.9087	1.2641	12.5168
01:36:11	46.2284	1.3666	12.5630
01:36:16	46.5480	1.4700	12.6104
01:36:21	46.8675	1.5744	12.6514
01:36:26	47.1870	1.6798	12.6908
