2024/09/10 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
03:10:49	-0.9353	17.2692	10.5541
03:10:54	-0.6117	17.3295	10.5538
03:10:59	-0.2880	17.3898	10.5539
03:11:04	0.0358	17.4478	10.5529
03:11:09	0.3595	17.5081	10.5525
03:11:14	0.6832	17.5684	10.5535
03:11:19	1.0069	17.6287	10.5534
03:11:24	1.3306	17.6890	10.5537
03:11:29	1.6543	17.7493	10.5547
03:11:34	1.9780	17.8097	10.5550
03:11:39	2.3017	17.8700	10.5553
03:11:44	2.6254	17.9304	10.5572
03:11:49	2.9491	17.9908	10.5575
03:11:54	3.2728	18.0512	10.5575
03:11:59	3.5965	18.1117	10.5582
03:12:04	3.9202	18.1722	10.5595
03:12:09	4.2439	18.2327	10.5614
03:12:14	4.5676	18.2932	10.5618
03:12:19	4.8913	18.3538	10.5649
03:12:24	5.2150	18.4144	10.5664
03:12:29	5.5387	18.4751	10.5687
03:12:34	5.8624	18.5358	10.5705
03:12:39	6.1861	18.5965	10.5729
03:12:44	6.5098	18.6573	10.5757
03:12:49	6.8335	18.7181	10.5783
03:12:54	7.1572	18.7790	10.5787
03:12:59	7.4808	18.8400	10.5799
03:13:04	7.8045	18.9010	10.5822
03:13:09	8.1282	18.9621	10.5853
03:13:14	8.4518	19.0232	10.5887
03:13:19	8.7755	19.0844	10.5918
03:13:24	9.0992	19.1457	10.5946
03:13:29	9.4228	19.2071	10.5987
03:13:34	9.7464	19.2685	10.6026
03:13:39	10.0701	19.3300	10.6061
03:13:44	10.3937	19.3916	10.6107
03:13:49	10.7173	19.4533	10.6152
03:13:54	11.0409	19.5150	10.6176
03:13:59	11.3645	19.5769	10.6197
03:14:04	11.6881	19.6388	10.6222
03:14:09	12.0116	19.7009	10.6261
03:14:14	12.3352	19.7630	10.6312
03:14:19	12.6587	19.8252	10.6370
03:14:24	12.9823	19.8876	10.6412
03:14:29	13.3058	19.9500	10.6471
03:14:34	13.6293	20.0126	10.6534
03:14:39	13.9528	20.0753	10.6584
03:14:44	14.2763	20.1381	10.6646
03:14:49	14.5998	20.2010	10.6716
03:14:54	14.9232	20.2640	10.6772
03:14:59	15.2467	20.3272	10.6797
03:15:04	15.5701	20.3905	10.6828
03:15:09	15.8935	20.4539	10.6872
03:15:14	16.2169	20.5174	10.6947
03:15:19	16.5403	20.5811	10.7015
03:15:24	16.8637	20.6450	10.7088
03:15:29	17.1870	20.7090	10.7158
