2024/08/23 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
03:21:57	2.6475	20.3863	10.5518
03:22:17	3.9424	20.6280	10.5551
03:22:37	5.2374	20.8702	10.5603
03:22:57	6.5323	21.1131	10.5674
03:23:17	7.8272	21.3568	10.5761
03:23:37	9.1220	21.6015	10.5870
03:23:57	10.4166	21.8473	10.6000
03:24:17	11.7111	22.0946	10.6146
03:24:37	13.0055	22.3433	10.6319
03:24:57	14.2996	22.5938	10.6515
03:25:17	15.5935	22.8462	10.6728
03:25:37	16.8872	23.1007	10.6973
03:25:57	18.1806	23.3576	10.7245
03:26:17	19.4736	23.6170	10.7540
03:26:37	20.7664	23.8793	10.7868
03:26:56	22.0000	24.1324	88.4509
16:22:42	21.3539	32.5236	169.1671
16:23:02	20.0613	32.7872	169.2033
16:23:22	18.7684	33.0479	169.2359
16:23:42	17.4752	33.3059	169.2659
16:24:02	16.1816	33.5615	169.2934
16:24:22	14.8878	33.8148	169.3181
16:24:42	13.5938	34.0662	169.3401
16:25:02	12.2995	34.3157	169.3602
16:25:22	11.0051	34.5636	169.3781
16:25:42	9.7105	34.8100	169.3933
16:25:57	8.7079	35.0000	213.1995
23:59:59 -999.00 -999.00  -999.00
