2024/09/11 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
05:22:55	-4.7419	49.8335	10.5662
05:23:00	-4.4183	49.8941	10.5646
05:23:05	-4.0948	49.9546	10.5625
05:23:10	-3.7712	50.0150	10.5610
05:23:15	-3.4476	50.0755	10.5592
05:23:20	-3.1240	50.1359	10.5589
05:23:25	-2.8004	50.1963	10.5573
05:23:30	-2.4768	50.2567	10.5563
05:23:35	-2.1532	50.3170	10.5556
05:23:40	-1.8296	50.3774	10.5548
05:23:45	-1.5059	50.4377	10.5544
05:23:50	-1.1823	50.4980	10.5538
05:23:55	-0.8586	50.5583	10.5538
05:24:00	-0.5350	50.6186	10.5524
05:24:05	-0.2113	50.6789	10.5525
05:24:10	0.1133	50.7382	10.5538
05:24:15	0.4370	50.7985	10.5541
05:24:20	0.7607	50.8588	10.5541
05:24:25	1.0844	50.9191	10.5548
05:24:30	1.4081	50.9794	10.5542
05:24:35	1.7318	51.0398	10.5559
05:24:40	2.0555	51.1001	10.5555
05:24:45	2.3792	51.1605	10.5564
05:24:50	2.7029	51.2209	10.5555
05:24:55	3.0266	51.2813	10.5566
05:25:00	3.3503	51.3417	10.5576
05:25:05	3.6740	51.4022	10.5599
05:25:10	3.9977	51.4627	10.5610
05:25:15	4.3214	51.5232	10.5629
05:25:20	4.6451	51.5837	10.5642
05:25:25	4.9688	51.6443	10.5660
05:25:30	5.2925	51.7049	10.5677
05:25:35	5.6162	51.7656	10.5697
05:25:40	5.9399	51.8263	10.5723
05:25:45	6.2636	51.8871	10.5727
05:25:50	6.5873	51.9479	10.5739
05:25:55	6.9110	52.0088	10.5756
05:26:00	7.2347	52.0697	10.5786
05:26:05	7.5584	52.1307	10.5813
05:26:10	7.8821	52.1917	10.5843
05:26:15	8.2058	52.2528	10.5873
05:26:20	8.5294	52.3139	10.5907
05:26:25	8.8531	52.3752	10.5945
05:26:30	9.1768	52.4365	10.5981
05:26:35	9.5004	52.4979	10.6022
05:26:40	9.8240	52.5593	10.6059
05:26:45	10.1477	52.6208	10.6074
05:26:50	10.4713	52.6825	10.6088
05:26:55	10.7949	52.7442	10.6105
05:27:00	11.1185	52.8059	10.6154
05:27:05	11.4421	52.8678	10.6199
05:27:10	11.7657	52.9298	10.6248
05:27:15	12.0893	52.9918	10.6302
05:27:20	12.4129	53.0540	10.6346
05:27:25	12.7364	53.1163	10.6401
05:27:30	13.0600	53.1787	10.6453
05:27:35	13.3835	53.2411	10.6510
05:27:40	13.7070	53.3037	10.6571
05:27:45	14.0305	53.3664	10.6612
05:27:50	14.3540	53.4293	10.6640
05:27:55	14.6775	53.4922	10.6674
05:28:00	15.0010	53.5553	10.6720
05:28:05	15.3244	53.6185	10.6786
05:28:10	15.6479	53.6818	10.6843
05:28:15	15.9713	53.7452	10.6919
