2024/09/16 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
02:37:42	7.1956	10.0000	10.5804
02:37:47	7.5194	10.0610	10.5823
02:37:52	7.8433	10.1221	10.5853
02:37:57	8.1672	10.1832	10.5883
02:38:02	8.4910	10.2444	10.5917
02:38:07	8.8149	10.3057	10.5947
02:38:12	9.1387	10.3670	10.5992
02:38:17	9.4625	10.4285	10.6024
02:38:22	9.7864	10.4899	10.6062
02:38:27	10.1102	10.5515	10.6105
02:38:32	10.4340	10.6132	10.6144
02:38:37	10.7578	10.6749	10.6171
02:38:42	11.0816	10.7367	10.6176
02:38:47	11.4053	10.7986	10.6206
02:38:52	11.7291	10.8606	10.6256
02:38:57	12.0529	10.9227	10.6301
02:39:02	12.3766	10.9849	10.6353
02:39:07	12.7004	11.0472	10.6408
02:39:12	13.0241	11.1097	10.6453
02:39:17	13.3478	11.1722	10.6518
02:39:22	13.6715	11.2348	10.6572
02:39:27	13.9952	11.2975	10.6638
02:39:32	14.3188	11.3604	10.6701
02:39:37	14.6425	11.4234	10.6743
02:39:42	14.9661	11.4865	10.6772
02:39:47	15.2898	11.5497	10.6800
02:39:52	15.6134	11.6131	10.6855
02:39:57	15.9370	11.6766	10.6923
02:40:02	16.2605	11.7402	10.6996
02:40:07	16.5841	11.8040	10.7064
02:40:12	16.9076	11.8679	10.7146
02:40:17	17.2312	11.9319	10.7215
02:40:22	17.5547	11.9962	10.7295
02:40:27	17.8782	12.0605	10.7372
02:40:32	18.2016	12.1250	10.7451
02:40:37	18.5251	12.1897	10.7536
02:40:42	18.8485	12.2546	10.7584
02:40:47	19.1719	12.3196	10.7630
02:40:52	19.4953	12.3848	10.7677
02:40:57	19.8187	12.4502	10.7769
02:41:02	20.1420	12.5157	10.7865
02:41:07	20.4653	12.5814	10.7957
02:41:12	20.7886	12.6473	10.8051
02:41:17	21.1119	12.7135	10.8157
02:41:22	21.4352	12.7798	10.8259
02:41:27	21.7584	12.8463	10.8356
02:41:32	22.0816	12.9130	10.8472
02:41:37	22.4048	12.9799	10.8582
02:41:42	22.7279	13.0470	10.8673
02:41:47	23.0510	13.1144	10.8735
02:41:52	23.3741	13.1820	10.8792
02:41:57	23.6972	13.2498	10.8891
02:42:02	24.0203	13.3178	10.9010
02:42:07	24.3433	13.3861	10.9132
02:42:12	24.6663	13.4546	10.9262
02:42:17	24.9892	13.5233	10.9414
04:07:09	-4.8057	30.8938	10.5698
04:07:14	-4.4820	30.9544	10.5681
04:07:19	-4.1582	31.0150	10.5661
04:07:24	-3.8344	31.0755	10.5649
04:07:29	-3.5106	31.1360	10.5631
04:07:34	-3.1868	31.1965	10.5619
04:07:39	-2.8630	31.2569	10.5603
04:07:44	-2.5392	31.3174	10.5594
04:07:49	-2.2154	31.3778	10.5580
04:07:54	-1.8916	31.4382	10.5573
04:07:59	-1.5677	31.4986	10.5570
04:08:04	-1.2439	31.5589	10.5565
04:08:09	-0.9200	31.6193	10.5565
04:08:14	-0.5962	31.6797	10.5560
04:08:19	-0.2723	31.7400	10.5554
04:08:24	0.0516	31.8004	10.5553
04:08:29	0.3754	31.8607	10.5558
04:08:34	0.6993	31.9211	10.5559
04:08:39	1.0232	31.9814	10.5557
04:08:44	1.3471	32.0418	10.5559
04:08:49	1.6710	32.1022	10.5569
04:08:54	1.9949	32.1626	10.5574
04:08:59	2.3188	32.2230	10.5585
04:09:04	2.6427	32.2834	10.5593
04:09:09	2.9666	32.3439	10.5598
04:09:14	3.2905	32.4043	10.5598
04:09:19	3.6144	32.4648	10.5605
04:09:24	3.9383	32.5254	10.5627
04:09:29	4.2622	32.5859	10.5634
04:09:34	4.5860	32.6465	10.5658
04:09:39	4.9099	32.7071	10.5669
04:09:44	5.2338	32.7678	10.5684
04:09:49	5.5577	32.8285	10.5715
04:09:54	5.8816	32.8893	10.5734
04:09:59	6.2055	32.9501	10.5756
04:10:04	6.5294	33.0109	10.5786
04:10:09	6.8533	33.0718	10.5794
04:10:14	7.1771	33.1328	10.5807
04:10:19	7.5010	33.1938	10.5827
04:10:24	7.8249	33.2549	10.5849
04:10:29	8.1487	33.3160	10.5878
04:10:34	8.4726	33.3772	10.5914
04:10:39	8.7964	33.4385	10.5945
04:10:44	9.1203	33.4998	10.5981
04:10:49	9.4441	33.5612	10.6021
04:10:54	9.7679	33.6227	10.6061
04:10:59	10.0917	33.6843	10.6102
04:11:04	10.4156	33.7459	10.6140
04:11:09	10.7393	33.8076	10.6177
04:11:14	11.0631	33.8694	10.6193
04:11:19	11.3869	33.9314	10.6220
04:11:24	11.7107	33.9934	10.6255
04:11:29	12.0344	34.0555	10.6293
04:11:34	12.3582	34.1176	10.6344
04:11:39	12.6819	34.1799	10.6401
04:11:44	13.0056	34.2423	10.6453
04:11:49	13.3294	34.3049	10.6509
04:11:54	13.6531	34.3675	10.6572
04:11:59	13.9767	34.4302	10.6622
04:12:04	14.3004	34.4931	10.6683
04:12:09	14.6241	34.5560	10.6742
04:12:14	14.9477	34.6191	10.6791
04:12:19	15.2713	34.6824	10.6817
04:12:24	15.5949	34.7457	10.6848
04:12:29	15.9185	34.8092	10.6908
04:12:34	16.2421	34.8728	10.6990
04:12:39	16.5657	34.9366	10.7050
04:12:44	16.8892	35.0005	10.7122
04:12:49	17.2127	35.0645	10.7200
04:12:54	17.5363	35.1287	10.7281
04:12:59	17.8597	35.1931	10.7367
04:13:04	18.1832	35.2576	10.7440
04:13:09	18.5067	35.3223	10.7525
04:13:14	18.8301	35.3871	10.7614
04:13:19	19.1535	35.4521	10.7648
04:13:24	19.4769	35.5173	10.7689
04:13:29	19.8003	35.5827	10.7757
04:13:34	20.1236	35.6482	10.7852
04:13:39	20.4469	35.7139	10.7944
04:13:44	20.7702	35.7798	10.8038
04:13:49	21.0935	35.8459	10.8137
04:13:54	21.4168	35.9122	10.8249
04:13:59	21.7400	35.9787	10.8346
04:14:04	22.0632	36.0454	10.8461
04:14:09	22.3864	36.1123	10.8564
04:14:14	22.7095	36.1795	10.8670
04:14:19	23.0327	36.2468	10.8766
04:14:24	23.3558	36.3144	10.8823
04:14:29	23.6788	36.3821	10.8883
04:14:34	24.0019	36.4502	10.8994
04:14:39	24.3249	36.5184	10.9124
04:14:44	24.6479	36.5869	10.9247
04:14:49	24.9708	36.6556	10.9374
05:39:42	-4.8057	54.0300	10.5698
05:39:47	-4.4820	54.0906	10.5681
05:39:52	-4.1582	54.1512	10.5661
05:39:57	-3.8344	54.2117	10.5649
05:40:02	-3.5106	54.2722	10.5631
05:40:07	-3.1868	54.3327	10.5619
05:40:12	-2.8630	54.3932	10.5603
05:40:17	-2.5392	54.4536	10.5594
05:40:22	-2.2154	54.5140	10.5580
05:40:27	-1.8916	54.5744	10.5582
05:40:32	-1.5677	54.6348	10.5570
05:40:37	-1.2439	54.6952	10.5573
05:40:42	-0.9200	54.7555	10.5565
05:40:47	-0.5962	54.8159	10.5560
05:40:52	-0.2723	54.8763	10.5554
05:40:57	0.0516	54.9366	10.5553
05:41:02	0.3754	54.9970	10.5558
05:41:07	0.6993	55.0573	10.5551
05:41:12	1.0232	55.1177	10.5565
05:41:17	1.3471	55.1780	10.5568
05:41:22	1.6710	55.2384	10.5569
05:41:27	1.9949	55.2988	10.5574
05:41:32	2.3188	55.3592	10.5585
05:41:37	2.6427	55.4197	10.5593
05:41:42	2.9666	55.4801	10.5598
05:41:47	3.2905	55.5406	10.5598
05:41:52	3.6144	55.6011	10.5614
05:41:57	3.9383	55.6616	10.5627
05:42:02	4.2622	55.7222	10.5634
05:42:07	4.5860	55.7828	10.5658
05:42:12	4.9099	55.8434	10.5669
05:42:17	5.2338	55.9041	10.5693
05:42:22	5.5577	55.9648	10.5715
05:42:27	5.8816	56.0255	10.5734
05:42:32	6.2055	56.0863	10.5756
05:42:37	6.5294	56.1472	10.5777
05:42:42	6.8533	56.2081	10.5803
05:42:47	7.1771	56.2690	10.5807
05:42:52	7.5010	56.3300	10.5818
05:42:57	7.8249	56.3911	10.5841
05:43:02	8.1487	56.4522	10.5880
05:43:07	8.4726	56.5134	10.5914
05:43:12	8.7964	56.5747	10.5945
05:43:17	9.1203	56.6360	10.5981
05:43:22	9.4441	56.6974	10.6021
05:43:27	9.7679	56.7589	10.6061
05:43:32	10.0917	56.8205	10.6102
05:43:37	10.4156	56.8821	10.6140
05:43:42	10.7393	56.9439	10.6186
05:43:47	11.0631	57.0057	10.6201
05:43:52	11.3869	57.0676	10.6211
05:43:57	11.7107	57.1296	10.6246
05:44:02	12.0344	57.1917	10.6293
05:44:07	12.3582	57.2539	10.6352
05:44:12	12.6819	57.3162	10.6401
05:44:17	13.0056	57.3786	10.6453
05:44:22	13.3294	57.4411	10.6509
05:44:27	13.6531	57.5037	10.6563
05:44:32	13.9767	57.5665	10.6622
05:44:37	14.3004	57.6293	10.6683
05:44:42	14.6241	57.6923	10.6742
05:44:47	14.9477	57.7554	10.6791
05:44:52	15.2713	57.8186	10.6817
05:44:57	15.5949	57.8820	10.6848
05:45:02	15.9185	57.9455	10.6916
05:45:07	16.2421	58.0091	10.6982
05:45:12	16.5657	58.0728	10.7058
05:45:17	16.8892	58.1367	10.7130
05:45:22	17.2127	58.2008	10.7208
05:45:27	17.5363	58.2650	10.7281
05:45:32	17.8597	58.3293	10.7359
05:45:37	18.1832	58.3939	10.7446
05:45:42	18.5067	58.4585	10.7525
05:45:47	18.8301	58.5234	10.7605
05:45:52	19.1535	58.5884	10.7649
05:45:57	19.4769	58.6536	10.7689
05:46:02	19.8003	58.7189	10.7757
05:46:07	20.1236	58.7845	10.7852
05:46:12	20.4469	58.8502	10.7944
05:46:17	20.7702	58.9161	10.8038
05:46:22	21.0935	58.9822	10.8137
05:46:27	21.4168	59.0485	10.8239
05:46:32	21.7400	59.1150	10.8346
05:46:37	22.0632	59.1817	10.8453
05:46:42	22.3864	59.2486	10.8564
05:46:47	22.7095	59.3157	10.8680
05:46:52	23.0327	59.3830	10.8758
05:46:57	23.3558	59.4506	10.8823
05:47:02	23.6788	59.5184	10.8883
05:47:07	24.0019	59.5864	10.8994
05:47:12	24.3249	59.6547	10.9115
05:47:17	24.6479	59.7231	10.9239
05:47:22	24.9708	59.7919	10.9357
15:36:00	24.8062	20.4638	169.0695
15:36:05	24.4833	20.5324	169.0788
15:36:10	24.1602	20.6008	169.0853
15:36:15	23.8372	20.6689	169.0917
15:36:20	23.5142	20.7368	169.1039
15:36:25	23.1911	20.8045	169.1158
15:36:30	22.8680	20.8719	169.1276
15:36:35	22.5448	20.9391	169.1392
15:36:40	22.2216	21.0061	169.1493
15:36:45	21.8985	21.0729	169.1602
15:36:50	21.5752	21.1395	169.1714
15:36:55	21.2520	21.2059	169.1817
15:37:00	20.9287	21.2721	169.1914
15:37:05	20.6054	21.3381	169.2009
15:37:10	20.2821	21.4039	169.2051
15:37:15	19.9588	21.4696	169.2097
15:37:20	19.6354	21.5350	169.2166
15:37:25	19.3121	21.6003	169.2253
15:37:30	18.9887	21.6654	169.2353
15:37:35	18.6652	21.7303	169.2435
15:37:40	18.3418	21.7950	169.2520
15:37:45	18.0183	21.8596	169.2600
15:37:50	17.6949	21.9241	169.2684
15:37:55	17.3714	21.9884	169.2765
15:38:00	17.0478	22.0525	169.2842
15:38:05	16.7243	22.1165	169.2914
15:38:10	16.4008	22.1803	169.2957
15:38:15	16.0772	22.2440	169.2996
15:38:20	15.7536	22.3075	169.3024
15:38:25	15.4300	22.3709	169.3087
15:38:30	15.1064	22.4342	169.3155
15:38:35	14.7827	22.4974	169.3218
15:38:40	14.4591	22.5604	169.3286
15:38:45	14.1354	22.6233	169.3347
15:38:50	13.8118	22.6861	169.3414
15:38:55	13.4881	22.7488	169.3459
15:39:00	13.1644	22.8114	169.3517
15:39:05	12.8406	22.8738	169.3577
15:39:10	12.5169	22.9362	169.3634
15:39:15	12.1932	22.9984	169.3651
15:39:20	11.8694	23.0606	169.3672
15:39:25	11.5457	23.1226	169.3703
15:39:30	11.2219	23.1846	169.3750
15:39:35	10.8981	23.2464	169.3798
15:39:40	10.5743	23.3082	169.3842
15:39:45	10.2505	23.3699	169.3888
15:39:50	9.9267	23.4315	169.3923
15:39:55	9.6029	23.4930	169.3969
15:40:00	9.2790	23.5545	169.4002
15:40:05	8.9552	23.6158	169.4037
15:40:10	8.6314	23.6771	169.4068
15:40:15	8.3075	23.7384	169.4093
15:40:20	7.9837	23.7995	169.4105
15:40:25	7.6598	23.8606	169.4120
15:40:30	7.3359	23.9217	169.4147
15:40:35	7.0121	23.9827	169.4178
15:40:40	6.6882	24.0436	169.4203
15:40:45	6.3643	24.1045	169.4230
15:40:50	6.0404	24.1653	169.4254
15:40:55	5.7165	24.2261	169.4281
15:41:00	5.3926	24.2868	169.4302
15:41:05	5.0687	24.3475	169.4319
15:41:10	4.7449	24.4081	169.4347
15:41:15	4.4210	24.4687	169.4351
15:41:20	4.0971	24.5293	169.4361
15:41:25	3.7732	24.5898	169.4371
15:41:30	3.4493	24.6504	169.4379
15:41:35	3.1254	24.7108	169.4387
15:41:40	2.8015	24.7713	169.4400
15:41:45	2.4776	24.8317	169.4417
15:41:50	2.1537	24.8922	169.4419
15:41:55	1.8298	24.9526	169.4424
15:42:00	1.5059	25.0130	169.4432
15:42:05	1.1820	25.0733	169.4437
15:42:10	0.8581	25.1337	169.4443
15:42:15	0.5342	25.1941	169.4444
15:42:20	0.2104	25.2544	169.4439
15:42:25	-0.1135	25.3148	169.4446
15:42:30	-0.4374	25.3751	169.4446
15:42:35	-0.7612	25.4355	169.4436
15:42:40	-1.0851	25.4958	169.4434
15:42:45	-1.4089	25.5562	169.4438
15:42:50	-1.7328	25.6166	169.4436
15:42:55	-2.0566	25.6770	169.4418
15:43:00	-2.3805	25.7374	169.4414
15:43:05	-2.7043	25.7978	169.4403
15:43:10	-3.0281	25.8582	169.4389
15:43:15	-3.3519	25.9187	169.4376
15:43:20	-3.6757	25.9792	169.4360
15:43:25	-3.9995	26.0397	169.4352
15:43:30	-4.3233	26.1003	169.4350
15:43:35	-4.6470	26.1608	169.4342
15:43:40	-4.9708	26.2215	169.4321
17:08:33	24.8062	43.6000	169.0703
17:08:38	24.4833	43.6686	169.0780
17:08:43	24.1602	43.7370	169.0853
17:08:48	23.8372	43.8051	169.0917
17:08:53	23.5142	43.8730	169.1039
17:08:58	23.1911	43.9407	169.1158
17:09:03	22.8680	44.0082	169.1276
17:09:08	22.5448	44.0754	169.1392
17:09:13	22.2216	44.1424	169.1493
17:09:18	21.8985	44.2092	169.1602
17:09:23	21.5752	44.2758	169.1714
17:09:28	21.2520	44.3422	169.1809
17:09:33	20.9287	44.4084	169.1914
17:09:38	20.6054	44.4744	169.2001
17:09:43	20.2821	44.5402	169.2051
17:09:48	19.9588	44.6058	169.2097
17:09:53	19.6354	44.6713	169.2166
17:09:58	19.3121	44.7365	169.2253
17:10:03	18.9887	44.8016	169.2345
17:10:08	18.6652	44.8665	169.2435
17:10:13	18.3418	44.9313	169.2520
17:10:18	18.0183	44.9959	169.2600
17:10:23	17.6949	45.0603	169.2684
17:10:28	17.3714	45.1246	169.2757
17:10:33	17.0478	45.1887	169.2842
17:10:38	16.7243	45.2527	169.2914
17:10:43	16.4008	45.3165	169.2957
17:10:48	16.0772	45.3802	169.2988
17:10:53	15.7536	45.4438	169.3024
17:10:58	15.4300	45.5072	169.3096
17:11:03	15.1064	45.5705	169.3163
17:11:08	14.7827	45.6336	169.3226
17:11:13	14.4591	45.6967	169.3286
17:11:18	14.1354	45.7596	169.3347
17:11:23	13.8118	45.8224	169.3406
17:11:28	13.4881	45.8851	169.3468
17:11:33	13.1644	45.9476	169.3525
17:11:38	12.8406	46.0101	169.3577
17:11:43	12.5169	46.0724	169.3625
17:11:48	12.1932	46.1347	169.3651
17:11:53	11.8694	46.1968	169.3663
17:11:58	11.5457	46.2589	169.3703
17:12:03	11.2219	46.3208	169.3750
17:12:08	10.8981	46.3827	169.3798
17:12:13	10.5743	46.4444	169.3834
17:12:18	10.2505	46.5061	169.3880
17:12:23	9.9267	46.5677	169.3923
17:12:28	9.6029	46.6293	169.3960
17:12:33	9.2790	46.6907	169.4002
17:12:38	8.9552	46.7521	169.4037
17:12:43	8.6314	46.8134	169.4077
17:12:48	8.3075	46.8746	169.4102
17:12:53	7.9837	46.9358	169.4105
17:12:58	7.6598	46.9969	169.4120
17:13:03	7.3359	47.0579	169.4147
17:13:08	7.0121	47.1189	169.4178
