2024/08/03 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
03:22:54	2.6473	20.4808	10.5488
03:23:14	3.9419	20.7224	10.5521
03:23:34	5.2365	20.9645	10.5574
03:23:54	6.5310	21.2072	10.5644
03:24:14	7.8255	21.4508	10.5730
03:24:34	9.1199	21.6953	10.5839
03:24:54	10.4142	21.9410	10.5969
03:25:14	11.7084	22.1881	10.6114
03:25:34	13.0023	22.4367	10.6287
03:25:54	14.2961	22.6870	10.6483
03:26:14	15.5897	22.9393	10.6696
03:26:34	16.8830	23.1936	10.6939
03:26:54	18.1760	23.4503	10.7211
03:27:14	19.4687	23.7096	10.7506
03:27:34	20.7610	23.9717	10.7832
03:27:53	22.0000	24.2259	88.4394
16:23:53	21.3541	32.6780	169.1705
16:24:13	20.0619	32.9415	169.2067
16:24:33	18.7693	33.2020	169.2393
16:24:53	17.4765	33.4599	169.2691
16:25:13	16.1833	33.7153	169.2966
16:25:33	14.8899	33.9685	169.3212
16:25:53	13.5962	34.2196	169.3433
16:26:13	12.3023	34.4690	169.3633
16:26:33	11.0082	34.7168	169.3811
16:26:53	9.7140	34.9631	169.4011
23:59:59 -999.00 -999.00  -999.00
