2024/08/15 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
04:00:51	2.6475	30.0600	10.5519
04:01:11	3.9424	30.3017	10.5552
04:01:31	5.2374	30.5439	10.5603
04:01:51	6.5323	30.7868	10.5675
04:02:11	7.8272	31.0305	10.5762
04:02:31	9.1220	31.2752	10.5871
04:02:51	10.4166	31.5210	10.6000
04:03:11	11.7111	31.7683	10.6146
04:03:31	13.0055	32.0170	10.6319
04:03:51	14.2996	32.2675	10.6515
04:04:11	15.5935	32.5199	10.6728
04:04:31	16.8872	32.7744	10.6973
04:04:51	18.1806	33.0313	10.7245
04:05:11	19.4736	33.2907	10.7541
04:05:31	20.7664	33.5530	10.7867
04:05:50	22.0000	33.8062	272.8024
15:29:01	21.3539	19.0495	169.1671
15:29:21	20.0613	19.3132	169.2033
15:29:41	18.7684	19.5738	169.2360
15:30:01	17.4752	19.8318	169.2659
15:30:21	16.1816	20.0874	169.2934
15:30:41	14.8878	20.3407	169.3181
15:31:01	13.5938	20.5921	169.3401
15:31:21	12.2995	20.8416	169.3602
15:31:41	11.0051	21.0895	169.3781
15:32:01	9.7105	21.3359	169.3933
15:32:21	8.4158	21.5811	169.4070
15:32:41	7.1210	21.8253	169.4188
15:33:01	5.8261	22.0685	169.4282
15:33:21	4.5311	22.3110	169.4362
15:33:41	3.2361	22.5529	169.4422
15:34:00	2.0000	22.7835	313.5648
23:59:59 -999.00 -999.00  -999.00
