2024/08/15 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
05:32:15	-2.0000	52.3369	10.5526
05:32:20	-1.6764	52.3972	10.5516
05:32:25	-1.3528	52.4575	10.5504
05:32:30	-1.0291	52.5178	10.5505
05:32:35	-0.7055	52.5781	10.5495
05:32:40	-0.3819	52.6384	10.5500
05:32:45	-0.0582	52.6987	9.8151
05:32:50	0.2654	52.7581	10.5495
05:32:55	0.5891	52.8184	10.5497
05:33:00	0.9127	52.8786	10.5504
05:33:05	1.2364	52.9389	10.5501
05:33:10	1.5600	52.9992	10.5511
05:33:15	1.8837	53.0596	10.5510
05:33:20	2.2074	53.1199	10.5515
05:33:25	2.5310	53.1802	10.5531
05:33:30	2.8547	53.2406	10.5537
05:33:35	3.1784	53.3010	10.5550
05:33:40	3.5020	53.3614	10.5560
05:33:45	3.8257	53.4218	10.5580
05:33:50	4.1493	53.4823	10.5583
05:33:55	4.4730	53.5428	10.5598
05:34:00	4.7966	53.6033	10.5594
05:34:05	5.1203	53.6639	10.5612
05:34:10	5.4439	53.7245	10.5635
05:34:15	5.7676	53.7852	10.5663
05:34:20	6.0912	53.8459	10.5680
05:34:25	6.4148	53.9066	10.5704
05:34:30	6.7385	53.9674	10.5729
05:34:35	7.0621	54.0283	10.5761
05:34:40	7.3857	54.0892	10.5792
05:34:45	7.7093	54.1502	10.5817
05:34:50	8.0329	54.2112	10.5849
05:34:55	8.3565	54.2723	10.5859
05:35:00	8.6801	54.3335	10.5875
05:35:05	9.0037	54.3947	10.5888
05:35:10	9.3272	54.4560	10.5930
05:35:15	9.6508	54.5174	10.5970
05:35:20	9.9744	54.5788	10.6006
05:35:25	10.2979	54.6404	10.6047
05:35:30	10.6214	54.7020	10.6093
05:35:35	10.9450	54.7637	10.6137
05:35:40	11.2685	54.8255	10.6182
05:35:45	11.5920	54.8874	10.6227
05:35:50	11.9154	54.9493	10.6283
05:35:55	12.2389	55.0114	10.6312
05:36:00	12.5624	55.0736	10.6338
05:36:05	12.8858	55.1359	10.6358
05:36:10	13.2093	55.1982	10.6401
05:36:15	13.5327	55.2607	10.6457
05:36:20	13.8561	55.3233	10.6518
05:36:25	14.1795	55.3861	10.6583
05:36:30	14.5029	55.4489	10.6644
05:36:35	14.8262	55.5119	10.6694
05:36:40	15.1496	55.5749	10.6764
05:36:45	15.4729	55.6382	10.6829
05:36:50	15.7962	55.7015	10.6901
05:36:55	16.1195	55.7650	10.6976
05:37:00	16.4428	55.8286	10.7005
05:37:05	16.7660	55.8924	10.7047
05:37:10	17.0892	55.9563	10.7077
05:37:15	17.4125	56.0203	10.7161
05:37:20	17.7357	56.0845	10.7233
05:37:25	18.0588	56.1489	10.7316
05:37:30	18.3820	56.2134	10.7397
05:37:35	18.7051	56.2781	10.7488
05:37:40	19.0282	56.3429	10.7575
05:37:45	19.3513	56.4080	10.7657
05:37:50	19.6744	56.4731	10.7752
05:37:55	19.9974	56.5385	10.7843
05:38:00	20.3205	56.6041	10.7930
05:38:05	20.6435	56.6698	10.7978
05:38:10	20.9664	56.7357	10.8032
05:38:15	21.2894	56.8019	10.8096
05:38:20	21.6123	56.8682	10.8206
05:38:25	21.9352	56.9347	10.8308
17:01:28	21.8708	42.0846	169.1666
17:01:33	21.5477	42.1511	169.1718
17:01:38	21.2246	42.2174	169.1810
17:01:43	20.9015	42.2835	169.1911
17:01:48	20.5784	42.3494	169.2013
17:01:53	20.2552	42.4152	169.2106
17:01:58	19.9320	42.4807	169.2195
17:02:03	19.6088	42.5461	169.2288
17:02:08	19.2856	42.6113	169.2384
