2024/09/30 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
03:02:15	20.9822	18.0396	10.7950
03:02:20	21.3054	18.1057	10.8040
03:02:25	21.6286	18.1721	10.8138
03:02:30	21.9518	18.2386	10.8251
15:57:56	21.8061	26.4915	169.1790
15:58:01	21.4829	26.5579	169.1839
15:58:06	21.1597	26.6242	169.1894
15:58:11	20.8365	26.6902	169.1962
15:58:16	20.5133	26.7561	169.2057
15:58:21	20.1900	26.8218	169.2158
15:58:26	19.8667	26.8872	169.2248
15:58:31	19.5434	26.9526	169.2349
15:58:36	19.2201	27.0177	169.2438
15:58:41	18.8967	27.0826	169.2524
15:58:46	18.5733	27.1474	169.2615
15:58:51	18.2500	27.2121	169.2692
15:58:56	17.9265	27.2765	169.2774
15:59:01	17.6031	27.3408	169.2836
15:59:06	17.2797	27.4050	169.2870
15:59:11	16.9562	27.4690	169.2906
15:59:16	16.6327	27.5328	169.2964
15:59:21	16.3092	27.5966	169.3042
15:59:26	15.9857	27.6601	169.3116
15:59:31	15.6621	27.7236	169.3185
15:59:36	15.3386	27.7869	169.3258
15:59:41	15.0150	27.8500	169.3319
15:59:46	14.6914	27.9131	169.3383
15:59:51	14.3678	27.9760	169.3443
15:59:56	14.0442	28.0388	169.3507
16:00:01	13.7206	28.1015	169.3557
16:00:06	13.3969	28.1640	169.3597
16:00:11	13.0733	28.2265	169.3621
16:00:16	12.7496	28.2888	169.3648
16:00:21	12.4259	28.3511	169.3697
16:00:26	12.1022	28.4132	169.3750
16:00:31	11.7785	28.4753	169.3806
16:00:36	11.4548	28.5372	169.3848
16:00:41	11.1311	28.5991	169.3894
16:00:46	10.8074	28.6608	169.3937
16:00:51	10.4836	28.7225	169.3981
16:00:56	10.1599	28.7841	169.4021
16:01:01	9.8361	28.8456	169.4065
16:01:06	9.5123	28.9070	169.4094
16:01:11	9.1885	28.9684	169.4111
16:01:16	8.8648	29.0296	169.4122
16:01:21	8.5410	29.0908	169.4153
16:01:26	8.2172	29.1520	169.4189
16:01:31	7.8934	29.2131	169.4217
16:01:36	7.5695	29.2741	169.4252
16:01:41	7.2457	29.3350	169.4289
16:01:46	6.9219	29.3959	169.4312
16:01:51	6.5981	29.4567	169.4328
16:01:56	6.2743	29.5175	169.4367
16:02:01	5.9504	29.5783	169.4383
16:02:06	5.6266	29.6389	169.4401
16:02:11	5.3028	29.6996	169.4417
16:02:16	4.9789	29.7602	169.4425
16:02:21	4.6551	29.8208	169.4427
16:02:26	4.3312	29.8813	169.4451
16:02:31	4.0074	29.9418	169.4468
16:02:36	3.6835	30.0022	169.4481
16:02:41	3.3597	30.0627	169.4497
16:02:46	3.0358	30.1231	169.4508
16:02:51	2.7120	30.1834	169.4522
16:02:56	2.3882	30.2438	169.4531
16:03:01	2.0643	30.3041	169.4533
16:03:06	1.7405	30.3645	169.4548
16:03:11	1.4166	30.4248	169.4550
16:03:16	1.0928	30.4851	169.4543
16:03:21	0.7690	30.5454	169.4552
16:03:26	0.4451	30.6057	169.4553
16:03:31	0.1213	30.6659	169.4548
16:03:36	-0.2025	30.7262	169.4557
16:03:41	-0.5263	30.7865	169.4552
16:03:46	-0.8501	30.8468	169.4549
23:59:59	-999.00	-999.00	-999.00
