2024/09/06 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
03:35:44	2.0000	23.8331	10.5499
03:36:04	3.2956	24.0748	10.5523
03:36:24	4.5912	24.3168	10.5566
03:36:44	5.8868	24.5594	10.5627
03:37:04	7.1823	24.8028	10.5706
03:37:24	8.4778	25.0471	10.5803
03:37:44	9.7732	25.2924	10.5925
03:38:04	11.0684	25.5391	10.6063
03:38:24	12.3635	25.7871	10.6222
03:38:44	13.6584	26.0368	10.6406
03:39:04	14.9530	26.2884	10.6614
03:39:24	16.2475	26.5419	10.6840
03:39:44	17.5416	26.7977	10.7098
03:40:04	18.8355	27.0559	10.7387
03:40:24	20.1290	27.3169	10.7692
03:40:44	21.4222	27.5808	10.8057
23:59:59	-999.00	-999.00	-999.00
