2024/08/07 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
03:08:05	12.3048	18.0000	10.6228
03:08:25	13.5983	18.2494	10.6411
03:08:45	14.8917	18.5006	10.6619
03:09:05	16.1848	18.7538	10.6844
03:09:25	17.4776	19.0093	10.7100
03:09:45	18.7701	19.2672	10.7386
03:10:05	20.0622	19.5277	10.7696
03:10:25	21.3540	19.7912	10.8036
03:10:35	22.0000	19.9242	88.4577
16:06:35	21.3517	28.3779	169.1672
16:06:55	20.0598	28.6414	169.2030
16:07:15	18.7675	28.9020	169.2357
16:07:35	17.4748	29.1599	169.2661
16:07:55	16.1818	29.4153	169.2935
16:08:15	14.8886	29.6686	169.3177
16:08:35	13.5950	29.9198	169.3402
16:08:55	12.3013	30.1692	169.3604
16:09:15	11.0073	30.4170	169.3778
16:09:35	9.7132	30.6634	169.3936
16:09:55	8.4188	30.9085	169.4073
16:10:15	7.1244	31.1526	169.4188
16:10:35	5.8299	31.3957	169.4285
16:10:55	4.5353	31.6382	169.4366
16:11:15	3.2406	31.8800	169.4425
16:11:35	1.9966	32.1120	270.1331
23:59:59	-999.00	-999.00	-999.00
