2024/11/08 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
00:11:53	35.0000	-22.1403	11.4474
00:11:58	35.3217	-22.0605	11.4634
00:12:03	35.6434	-21.9802	11.4849
00:12:08	35.9650	-21.8995	11.5105
00:12:13	36.2865	-21.8183	11.5353
00:12:18	36.6081	-21.7366	11.5620
00:12:23	36.9295	-21.6544	11.5876
00:12:28	37.2509	-21.5716	11.6150
00:12:33	37.5723	-21.4884	11.6423
00:12:38	37.8936	-21.4046	11.6706
00:12:43	38.2148	-21.3202	11.6984
00:12:48	38.5360	-21.2353	11.7280
00:12:53	38.8572	-21.1498	11.7493
00:12:58	39.1783	-21.0638	11.7709
00:13:03	39.4993	-20.9771	11.7942
00:13:08	39.8203	-20.8899	11.8256
00:13:13	40.1412	-20.8020	11.8573
00:13:18	40.4621	-20.7135	11.8899
00:13:23	40.7829	-20.6243	11.9233
00:13:28	41.1036	-20.5345	11.9576
00:13:33	41.4243	-20.4440	11.9911
00:13:38	41.7449	-20.3529	12.0268
00:13:43	42.0655	-20.2610	12.0631
00:13:48	42.3859	-20.1684	12.0994
00:13:53	42.7064	-20.0750	12.1331
00:13:58	43.0267	-19.9810	12.1618
00:14:03	43.3470	-19.8861	12.1911
00:14:08	43.6672	-19.7905	12.2265
00:14:13	43.9874	-19.6941	12.2670
00:14:18	44.3075	-19.5969	12.3086
00:14:23	44.6275	-19.4988	12.3497
00:14:28	44.9474	-19.3999	12.3925
00:14:33	45.2673	-19.3001	12.4365
00:14:38	45.5870	-19.1995	12.4806
00:14:43	45.9068	-19.0979	12.5266
00:14:48	46.2264	-18.9954	12.5728
00:14:53	46.5459	-18.8919	12.6202
00:14:58	46.8654	-18.7874	12.6600
00:15:03	47.1848	-18.6820	12.6988
00:15:08	47.5041	-18.5756	12.7394
00:15:13	47.8233	-18.4681	12.7904
00:15:18	48.1425	-18.3595	12.8424
00:15:23	48.4615	-18.2499	12.8961
00:15:28	48.7805	-18.1391	12.9503
00:15:33	49.0993	-18.0272	13.0058
00:15:38	49.4181	-17.9141	13.0630
00:15:43	49.7368	-17.7998	13.1206
00:15:48	50.0554	-17.6843	13.1799
00:15:53	50.3739	-17.5675	13.2398
00:15:58	50.6923	-17.4494	13.2995
00:16:03	51.0105	-17.3300	13.3509
00:16:08	51.3287	-17.2093	13.4039
00:16:13	51.6468	-17.0872	13.4644
00:16:18	51.9648	-16.9636	13.5318
00:16:23	52.2826	-16.8386	13.6003
00:16:28	52.6004	-16.7121	13.6703
00:16:33	52.9180	-16.5840	13.7417
00:16:38	53.2355	-16.4544	13.8147
00:16:43	53.5529	-16.3231	13.8891
00:16:48	53.8702	-16.1902	13.9651
00:16:53	54.1873	-16.0556	14.0433
00:16:58	54.5043	-15.9192	14.1237
00:17:03	54.8212	-15.7810	14.1965
00:17:08	55.1380	-15.6410	14.2684
00:17:13	55.4546	-15.4991	14.3423
00:17:18	55.7710	-15.3552	14.4288
00:17:23	56.0874	-15.2094	14.5181
00:17:28	56.4036	-15.0614	14.6093
00:17:33	56.7196	-14.9114	14.7027
00:17:38	57.0355	-14.7591	14.7981
00:17:43	57.3512	-14.6046	14.8956
00:17:48	57.6667	-14.4478	14.9951
00:17:53	57.9821	-14.2887	15.0977
00:17:58	58.2973	-14.1270	15.2026
00:18:03	58.6124	-13.9629	15.3081
00:18:08	58.9272	-13.7961	15.4057
00:18:13	59.2419	-13.6267	15.5065
00:18:18	59.5564	-13.4545	15.6148
00:18:23	59.8707	-13.2795	15.7323
00:18:28	60.1848	-13.1015	15.8534
00:18:33	60.4987	-12.9206	15.9771
00:18:38	60.8124	-12.7364	16.1043
00:18:43	61.1258	-12.5491	16.2350
00:18:48	61.4390	-12.3585	16.3684
00:18:53	61.7520	-12.1644	16.5055
00:18:58	62.0648	-11.9667	16.6461
00:19:03	62.3773	-11.7654	16.7904
00:19:08	62.6895	-11.5603	16.9306
00:19:13	63.0015	-11.3513	17.0702
00:19:18	63.3132	-11.1382	17.2132
00:19:23	63.6247	-10.9210	17.3715
