2024/08/24 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
05:32:05	-2.0000	52.3574	10.5546
05:32:10	-1.6764	52.4177	10.5535
05:32:15	-1.3528	52.4780	10.5531
05:32:20	-1.0292	52.5383	10.5524
05:32:25	-0.7055	52.5986	10.5522
05:32:30	-0.3819	52.6589	10.5527
05:32:35	-0.0583	52.7192	10.0334
05:32:40	0.2654	52.7789	10.5520
05:32:45	0.5890	52.8392	10.5522
05:32:50	0.9127	52.8994	10.5514
05:32:55	1.2363	52.9598	10.5526
05:33:00	1.5600	53.0201	10.5530
05:33:05	1.8837	53.0804	10.5534
05:33:10	2.2073	53.1407	10.5539
05:33:15	2.5310	53.2011	10.5550
05:33:20	2.8547	53.2615	10.5563
05:33:25	3.1783	53.3219	10.5576
05:33:30	3.5020	53.3823	10.5584
05:33:35	3.8256	53.4427	10.5597
05:33:40	4.1493	53.5032	10.5608
05:33:45	4.4730	53.5637	10.5615
05:33:50	4.7966	53.6243	10.5618
05:33:55	5.1203	53.6849	10.5635
05:34:00	5.4439	53.7455	10.5658
05:34:05	5.7676	53.8062	10.5679
05:34:10	6.0912	53.8669	10.5704
05:34:15	6.4148	53.9277	10.5726
05:34:20	6.7385	53.9885	10.5753
05:34:25	7.0621	54.0494	10.5778
05:34:30	7.3857	54.1103	10.5806
05:34:35	7.7093	54.1713	10.5839
05:34:40	8.0329	54.2323	10.5871
05:34:45	8.3565	54.2934	10.5881
05:34:50	8.6801	54.3546	10.5897
05:34:55	9.0037	54.4158	10.5917
05:35:00	9.3273	54.4772	10.5952
05:35:05	9.6509	54.5385	10.5982
05:35:10	9.9744	54.6000	10.6028
05:35:15	10.2980	54.6616	10.6067
05:35:20	10.6215	54.7232	10.6113
05:35:25	10.9451	54.7849	10.6155
05:35:30	11.2686	54.8467	10.6204
05:35:35	11.5921	54.9086	10.6247
05:35:40	11.9156	54.9706	10.6303
05:35:45	12.2391	55.0327	10.6333
05:35:50	12.5626	55.0949	10.6358
05:35:55	12.8860	55.1572	10.6378
05:36:00	13.2095	55.2196	10.6428
05:36:05	13.5329	55.2821	10.6476
05:36:10	13.8563	55.3447	10.6536
05:36:15	14.1797	55.4074	10.6602
05:36:20	14.5031	55.4703	10.6662
05:36:25	14.8265	55.5333	10.6719
05:36:30	15.1499	55.5964	10.6782
05:36:35	15.4732	55.6596	10.6856
05:36:40	15.7966	55.7230	10.6927
05:36:45	16.1199	55.7865	10.6993
05:36:50	16.4432	55.8501	10.7030
05:36:55	16.7664	55.9139	10.7056
05:37:00	17.0897	55.9778	10.7102
05:37:05	17.4129	56.0419	10.7177
05:37:10	17.7362	56.1061	10.7259
05:37:15	18.0594	56.1705	10.7334
