2024/08/24 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
04:03:22	2.6475	30.7509	10.5519
04:03:42	3.9424	30.9927	10.5552
04:04:02	5.2374	31.2349	10.5603
04:04:22	6.5323	31.4778	10.5675
04:04:42	7.8272	31.7215	10.5762
04:05:02	9.1220	31.9662	10.5870
04:05:22	10.4166	32.2120	10.6000
04:05:42	11.7111	32.4592	10.6146
04:06:02	13.0055	32.7080	10.6319
04:06:22	14.2996	32.9585	10.6515
04:06:42	15.5935	33.2109	10.6728
04:07:02	16.8872	33.4654	10.6972
04:07:22	18.1806	33.7223	10.7245
04:07:42	19.4736	33.9817	10.7540
04:08:02	20.7664	34.2439	10.7867
04:08:22	22.0000	34.4971	272.8024
15:31:32	21.3539	19.7405	169.1671
15:31:52	20.0613	20.0041	169.2034
15:32:12	18.7684	20.2648	169.2359
15:32:32	17.4752	20.5228	169.2658
15:32:52	16.1816	20.7784	169.2935
15:33:12	14.8878	21.0317	169.3181
15:33:32	13.5938	21.2830	169.3401
15:33:52	12.2995	21.5326	169.3603
15:34:12	11.0051	21.7804	169.3781
15:34:32	9.7105	22.0269	169.3933
15:34:52	8.4158	22.2721	169.4071
15:35:12	7.1210	22.5162	169.4187
15:35:32	5.8261	22.7595	169.4282
15:35:52	4.5311	23.0020	169.4361
15:36:12	3.2361	23.2439	169.4422
15:36:31	2.0000	23.4745	278.6341
23:59:59 -999.00 -999.00  -999.00
