2024/08/01 EARTHCARE
   GMT      SUBLAT[W+]    SUBLON[N+]  HEADING
03:31:37	2.0000	22.5654	10.5478
03:31:57	3.2946	22.8068	10.5502
03:32:17	4.5892	23.0486	10.5545
03:32:37	5.8838	23.2909	10.5606
03:32:57	7.1783	23.5341	10.5684
03:33:17	8.4727	23.7781	10.5782
03:33:37	9.7671	24.0232	10.5902
03:33:57	11.0613	24.2696	10.6041
03:34:17	12.3554	24.5174	10.6198
03:34:37	13.6493	24.7668	10.6382
03:34:57	14.9429	25.0181	10.6590
03:35:17	16.2363	25.2714	10.6814
03:35:37	17.5295	25.5269	10.7072
03:35:57	18.8223	25.7848	10.7357
03:36:17	20.1149	26.0455	10.7663
03:36:37	21.4070	26.3091	10.8022
16:32:36	22.0000	34.7503	169.1511
16:32:55	20.7831	35.0000	186.0633
23:59:59 -999.00 -999.00  -999.00
