2024/09/03 EARTHCARE
GMT	SUBLAT[N+]	SUBLON[W+]	HEADING
04:37:52	7.4759	40.0122	10.5781
04:37:57	7.7998	40.0732	10.5797
04:38:02	8.1237	40.1343	10.5836
04:38:07	8.4476	40.1955	10.5862
04:38:12	8.7715	40.2568	10.5892
04:38:17	9.0953	40.3181	10.5928
04:38:22	9.4192	40.3795	10.5961
04:38:27	9.7430	40.4409	10.6007
04:38:32	10.0669	40.5024	10.6052
04:38:37	10.3907	40.5641	10.6090
04:38:42	10.7145	40.6258	10.6134
04:38:47	11.0384	40.6876	10.6165
04:38:52	11.3622	40.7494	10.6194
04:38:57	11.6860	40.8114	10.6204
04:39:02	12.0098	40.8735	10.6241
04:39:07	12.3335	40.9356	10.6294
04:39:12	12.6573	40.9979	10.6343
04:39:17	12.9810	41.0603	10.6404
04:39:22	13.3048	41.1228	10.6452
04:39:27	13.6285	41.1854	10.6508
04:39:32	13.9522	41.2481	10.6565
04:39:37	14.2759	41.3109	10.6629
04:39:42	14.5996	41.3738	10.6696
04:39:47	14.9233	41.4369	10.6752
04:39:52	15.2469	41.5001	10.6795
04:39:57	15.5706	41.5634	10.6826
04:40:02	15.8942	41.6269	10.6862
04:40:07	16.2178	41.6904	10.6918
04:40:12	16.5414	41.7542	10.6996
04:40:17	16.8650	41.8180	10.7070
04:40:22	17.1885	41.8821	10.7138
04:40:27	17.5121	41.9462	10.7220
04:40:32	17.8356	42.0106	10.7296
04:40:37	18.1591	42.0750	10.7388
04:40:42	18.4826	42.1397	10.7463
04:40:47	18.8060	42.2045	10.7554
04:40:52	19.1295	42.2695	10.7631
04:40:57	19.4529	42.3346	10.7671
04:41:02	19.7763	42.3999	10.7723
04:41:07	20.0996	42.4654	10.7788
04:41:12	20.4230	42.5311	10.7879
04:41:17	20.7463	42.5970	10.7975
04:41:22	21.0696	42.6630	10.8082
04:41:27	21.3929	42.7293	10.8177
04:41:32	21.7162	42.7957	10.8281
04:41:36	22.0000	42.8543	88.4722
17:36:50	21.7414	51.0523	169.1635
17:36:55	21.4182	51.1188	169.1734
17:37:00	21.0949	51.1851	169.1844
17:37:05	20.7716	51.2512	169.1945
17:37:10	20.4482	51.3171	169.2042
17:37:15	20.1249	51.3828	169.2134
17:37:20	19.8015	51.4483	169.2233
17:37:25	19.4781	51.5136	169.2317
17:37:30	19.1547	51.5788	169.2408
17:37:35	18.8313	51.6437	169.2502
17:37:40	18.5078	51.7086	169.2569
17:37:45	18.1843	51.7732	169.2607
17:37:50	17.8608	51.8377	169.2649
17:37:55	17.5373	51.9020	169.2704
17:38:00	17.2138	51.9662	169.2785
17:38:05	16.8902	52.0303	169.2873
17:38:10	16.5667	52.0941	169.2946
17:38:15	16.2431	52.1579	169.3009
17:38:20	15.9195	52.2215	169.3083
17:38:25	15.5958	52.2849	169.3153
17:38:30	15.2722	52.3483	169.3220
17:38:35	14.9485	52.4115	169.3281
17:38:40	14.6249	52.4745	169.3346
17:38:45	14.3012	52.5375	169.3382
17:38:50	13.9775	52.6003	169.3411
17:38:55	13.6538	52.6630	169.3437
17:39:00	13.3301	52.7256	169.3492
17:39:05	13.0063	52.7881	169.3552
17:39:10	12.6826	52.8505	169.3607
17:39:15	12.3588	52.9128	169.3664
17:39:20	12.0350	52.9750	169.3718
17:39:25	11.7112	53.0370	169.3757
17:39:30	11.3875	53.0990	169.3809
17:39:35	11.0636	53.1609	169.3856
17:39:40	10.7398	53.2227	169.3896
17:39:45	10.4160	53.2844	169.3935
17:39:50	10.0922	53.3460	169.3949
17:39:55	9.7683	53.4076	169.3967
17:40:00	9.4445	53.4690	169.3990
17:40:05	9.1206	53.5304	169.4033
17:40:10	8.7967	53.5917	169.4070
17:40:15	8.4729	53.6530	169.4103
17:40:20	8.1490	53.7142	169.4138
17:40:25	7.8251	53.7753	169.4177
17:40:30	7.5012	53.8363	169.4202
17:40:35	7.1773	53.8973	169.4231
17:40:40	6.8534	53.9583	169.4255
17:40:45	6.5295	54.0191	169.4282
17:40:50	6.2056	54.0800	169.4304
17:40:55	5.8817	54.1407	169.4311
17:41:00	5.5578	54.2015	169.4321
17:41:05	5.2338	54.2622	169.4345
17:41:10	4.9099	54.3228	169.4363
17:41:15	4.5860	54.3834	169.4373
17:41:20	4.2621	54.4440	169.4390
17:41:25	3.9381	54.5045	169.4417
17:41:30	3.6142	54.5650	169.4432
17:41:35	3.2903	54.6255	169.4440
17:41:40	2.9664	54.6860	169.4450
17:41:45	2.6424	54.7464	169.4465
17:41:50	2.3185	54.8068	169.4474
17:41:55	1.9946	54.8672	169.4469
17:42:00	1.6707	54.9276	169.4475
17:42:05	1.3468	54.9879	169.4475
17:42:10	1.0229	55.0483	169.4481
17:42:15	0.6989	55.1086	169.4490
17:42:20	0.3750	55.1690	169.4492
17:42:25	0.0511	55.2293	169.4482
23:59:59	-999.00	-999.00	-999.00
